Marca,Modelo,Detalle Modelo,Tracción,Transmisión,Combustible,Cilindrada,Carrocería,Código Informe Técnico,Fecha de Homologación,Categoría del Vehículo,Empresa que realizó la Homologación,Norma,CO2 g/km,Rendimiento km/l Ciudad,Rendimiento km/l Carretera,Rendimiento km/l Mixto
Mercedes Benz,C 200 CGI,"C 200 CGI 1,8 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.8,Sedan,MB3234E50414S03-9,,LPO,Comercial Kaufmann S.A.,EURO V,"171,00","9,70","17,50","13,50"
Mercedes Benz,C 250 CGI,"C 250 CGI 1,8 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.8,Sedan,MB3234E50414S05-6,,LPO,Comercial Kaufmann S.A.,EURO V,"194,00","9,00","15,60","12,30"
Mercedes Benz,C 250 CGI,"C 250 CGI 1,8 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,1.8,Sedan,MB3234E50414S06-K,,LPO,Comercial Kaufmann S.A.,EURO V,"169,00","10,00","17,50","13,70"
Mercedes Benz,C 350,"C 350 3,5 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,3.5,Sedan,MB4360E50514S02-2,,LPO,Comercial Kaufmann S.A.,EURO V,"213,00","7,90","15,20","11,40"
Mercedes Benz,C 350 BlueEfficiency,"C 350 BlueEfficiency 3,5 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,3.5,Coupé,MB4360E50514S03-6,,LPO,Comercial Kaufmann S.A.,EURO V,"213,00","7,90","15,20","11,40"
Mercedes Benz,C 350 CDI BlueEfficiency,"C 350 CDI BlueEfficiency 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,3,Sedan,MB5248E50613S00-7,7/11/13,LPD,Comercial Kaufmann S.A.,EURO V,"168,00","13,20","17,90","15,60"
Mercedes Benz,C 350 CDI Estate,"C 350 CDI Estate 3,0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",CT,A,Diesel,3,Station Wagon,MB5248E50613S01-0,,LPD,Comercial Kaufmann S.A.,EURO V,"168,00","13,20","17,90","15,60"
Mercedes Benz,C 63 AMG,"C 63 AMG 6,2 Lts. Sedan 4P. T/A Otto",CT,A,Gasolina,6.2,Sedan,MB6197E50415S00-7,8/10/15,LPO,Comercial Kaufmann S.A.,EURO V,"330,00","4,80","10,10","7,20"
Mercedes Benz,C 63 AMG,"C 63 AMG 6,2 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,6.2,Coupé,MB4471E50315S00-1,12/14/11,LPO,Comercial Kaufmann S.A.,EURO V,"283,00","5,50","11,80","8,30"
Mercedes Benz,C 63 AMG,"C 63 AMG 4,0 Lts. Sedán 4P. T/A Otto",CT,A,Gasolina,4,Sedan,MB6265E60615S01-5,,LPO,Comercial Kaufmann S.A.,EURO VI,"261,00","6,00","12,90","9,10"
Mercedes Benz,C 63 AMG S,"C 63 AMG S 4,0 Lts. Sedán 4P. T/A Otto",CT,A,Gasolina,4,Sedan,MB6265E60615S00-1,8/17/15,LPO,Comercial Kaufmann S.A.,EURO VI,"261,00","6,00","12,90","9,10"
Mercedes Benz,C00,"C 200 1,8 Lts. DOHC Sedan 4P. T/M Motor Otto",CT,M,Gasolina,1.8,Sedan,MB6035E51214S00-4,12/22/14,LPO,Comercial Kaufmann S.A.,EURO V,"169,00","9,80","17,90","13,70"
Mercedes Benz,C00 Estate,"C 200 Estate 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,2,Station Wagon,MB5848E50714S01-2,,LPO,Comercial Kaufmann S.A.,EURO V,"138,00","13,20","19,60","16,70"
Mercedes Benz,C20 CDI,"C 220 CDI 2,1 Lts. DOHC Coupe 2P. T/A Motor Diesel",4x2,A,Diesel,2.1,Coupé,MB4861E51012S00-K,12/20/12,LPD,Comercial Kaufmann S.A.,EURO V,"178,00","10,40","19,50","14,80"
Mercedes Benz,C20 CDI,"C 220 CDI 2,1 Lts. DOHC SEDAN 4P. T/A Motor Diesel",4x2,A,Diesel,2.1,Sedan,MB4861E51012S01-3,,LPD,Comercial Kaufmann S.A.,EURO V,"156,00","12,50","21,70","16,90"
Mercedes Benz,C20 CDI,"C 220 CDI 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x4,A,Diesel,2.1,Sedan,MB3373E50410S00-0,4/27/10,LPD,Comercial Kaufmann S.A.,EURO V,"130,00","15,90","24,30","20,40"
Mercedes Benz,C220 Bluetec Estate,"C220 Bluetec Estate 2,1 Lts. DOHC Station Wagon5P. T/A Motor Diesel",4x2,A,Diesel,2.1,Station Wagon,MB5900E50814S01-3,,LPD,Comercial Kaufmann S.A.,EURO V,"136,00","13,70","25,70","19,50"
Mercedes Benz,"C220 Bluetec,1","C220 Bluetec 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,2.1,Sedan,MB5900E50814S00-K,9/22/14,LPD,Comercial Kaufmann S.A.,EURO V,"136,00","13,70","25,70","19,50"
Mercedes Benz,C400 4Matic,"C400 4Matic 3,0 Lts. Sedán 4P. T/A Otto",4x4,A,Gasolina,3,Sedan,MB6184E60415S00-3,6/12/15,LPO,Comercial Kaufmann S.A.,EURO VI,"180,00","9,80","16,10","13,00"
Mercedes Benz,C50,"C 250 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,2,Sedan,MB5847E50714S00-3,8/14/14,LPO,Comercial Kaufmann S.A.,EURO V,"136,00","13,30","20,00","16,90"
Mercedes Benz,C50 Estate,"C 250 Estate 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,2,Station Wagon,MB5847E50714S01-7,,LPO,Comercial Kaufmann S.A.,EURO V,"138,00","13,20","19,60","16,70"
Mercedes Benz,Citan 109 CDI,"Citan 109 CDI Combi 1,5 Lts. SOHC Station Wagon 5P. T/M Motor Diesel",CT,M,Diesel,1.5,Station Wagon,MB5937E50914S00-0,10/16/14,LPD,Comercial Kaufmann S.A.,EURO V,"110,00","21,70","24,40","23,80"
Mercedes Benz,Citan 109 CDI,"Citan 109 CDI Combi Extra Larga 1,5 Lts. SOHC Station Wagon 5P. T/M Motor Diesel",CT,M,Diesel,1.5,Station Wagon,MB5937E50914S01-4,,LPD,Comercial Kaufmann S.A.,EURO V,"110,00","21,70","24,40","23,80"
Mercedes Benz,CLA 180,"CLA 180 1,6 Lts. DOHC Sedan 4P. T/M Motor Otto",CT,M,Gasolina,1.6,Sedan,MB5055E50313S01-4,,LPO,Comercial Kaufmann S.A.,EURO V,"134,00","13,00","21,30","17,20"
Mercedes Benz,CLA 180,"CLA 180 1,6 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.6,Sedan,MB6092E60115S03-7,,LPO,Comercial Kaufmann S.A.,EURO VI,"128,00","14,10","21,70","18,20"
Mercedes Benz,CLA 180 Shooting,"CLA 180 Shooting Brake 1,6 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,1.6,Station Wagon,MB6092E60115S02-3,,LPO,Comercial Kaufmann S.A.,EURO VI,"133,00","13,30","20,80","17,20"
Mercedes Benz,CLA 45 AMG,"CLA 45 AMG 4 Matic 2,0 Lts. DOHC Sedan 4P. T/A 4x4 Motor Otto",4x4,A,Gasolina,2,Sedan,MB5362E50913S00-4,10/10/13,LPO,Comercial Kaufmann S.A.,EURO V,"168,00","10,90","16,70","13,90"
Mercedes Benz,CLA00,"CLA 200 1,6 Lts. DOHC Sedan 4P. T/M Motor Otto",CT,M,Gasolina,1.6,Sedan,MB5055E50313S00-0,5/15/13,LPO,Comercial Kaufmann S.A.,EURO V,"135,00","13,00","21,30","16,90"
Mercedes Benz,CLA00,"CLA 200 1,6 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.6,Sedan,MB6092E60115S01-K,,LPO,Comercial Kaufmann S.A.,EURO VI,"128,00","14,10","21,70","18,20"
Mercedes Benz,CLA00,"CLA 200 1,6 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,1.6,Sedan,MB5136E50413S00-K,6/12/13,LPO,Comercial Kaufmann S.A.,EURO V,"122,00","14,50","23,80","19,20"
Mercedes Benz,CLA00 Shooting,"CLA 200 Shooting Brake 1,6 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,1.6,Station Wagon,MB6092E60115S00-6,2/23/15,LPO,Comercial Kaufmann S.A.,EURO VI,"133,00","13,30","20,80","17,20"
Mercedes Benz,CLA20 CDI,"CLA 220 CDI 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,2.1,Sedan,MB5154E50313S00-9,6/5/13,LPD,Comercial Kaufmann S.A.,EURO V,"119,00","17,50","25,60","21,70"
Mercedes Benz,CLA50,"CLA 250 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,2,Sedan,MB5171E50413S00-0,5/29/13,LPO,Comercial Kaufmann S.A.,EURO V,"148,00","11,60","19,60","15,60"
Mercedes Benz,CLS 350,"CLS 350 3,5 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,3.5,Sedan,MB5306E50813S01-3,,LPO,Comercial Kaufmann S.A.,EURO V,"196,00","8,10","16,40","12,00"
Mercedes Benz,CLS 350 Shooting Brake,"CLS 350 Shooting Brake 3,5 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,3.5,Station Wagon,MB5306E50813S00-K,9/2/13,LPO,Comercial Kaufmann S.A.,EURO V,"203,00","8,20","15,20","11,50"
Mercedes Benz,CLS 400,"CLS 400 3,0 Lts. DOHC Sedán 4P. T/A Motor Otto",CT,A,Gasolina,3,Sedan,MB6043E61214S00-5,1/14/15,LPO,Comercial Kaufmann S.A.,EURO VI,"178,00","9,40","16,90","13,20"
Mercedes Benz,CLS 400 Shooting Brake,"CLS 400 Shooting Brake 3,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,3,Station Wagon,MB6043E61214S01-9,,LPO,Comercial Kaufmann S.A.,EURO VI,"183,00","9,20","16,10","12,70"
Mercedes Benz,CLS 500,"CLS 500 4,7 Lts. DOHC Sedán 4P. T/A Motor Otto",CT,A,Gasolina,4.7,Sedan,MB6044E61214S00-0,1/14/15,LPO,Comercial Kaufmann S.A.,EURO VI,"198,00","8,50","15,20","11,80"
Mercedes Benz,CLS 500 CGI,"CLS 500 CGI 4,7 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,4.7,Sedan,MB4483E50814S01-5,,LPO,Comercial Kaufmann S.A.,EURO V,"230,00","6,80","14,10","10,10"
Mercedes Benz,CLS 63 AMG,"CLS 63 AMG 5,5 Lts. DOHC Sedan 4P. T/A Motor Otto",4x4,A,Gasolina,5.5,Sedan,MB4293E50414S00-2,7/27/11,LPO,Comercial Kaufmann S.A.,EURO V,"233,00","7,10","13,00","10,00"
Mercedes Benz,CLS 63 AMG S4 Matic,"CLS 63 AMG S4 Matic 5,5 Lts. DOHC Sedan 4P. T/A 4x4 Motor Otto",4x4,A,Gasolina,5.5,Sedan,MB5355E50913S00-6,10/11/13,LPO,Comercial Kaufmann S.A.,EURO V,"245,00","6,90","12,30","9,50"
Mercedes Benz,CLS00 Shooting Brake,"CLS 500 Shooting Brake 4,7 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,4.7,Station Wagon,MB6044E61214S01-4,1/14/15,LPO,Comercial Kaufmann S.A.,EURO VI,"205,00","8,30","14,70","14,70"
Mercedes Benz,CLS350 CDI,"CLS 350 CDI 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,3,Sedan,MB5239E50613S00-8,7/12/13,LPD,Comercial Kaufmann S.A.,EURO V,"209,00","12,50","18,90","15,90"
Mercedes Benz,CLS350 CDI Shooting Brake,"CLS 350 CDI Shooting Brake 3,0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",CT,A,Diesel,3,Station Wagon,MB5239E50613S01-1,,LPD,Comercial Kaufmann S.A.,EURO V,"200,00","13,20","17,90","15,90"
Mercedes Benz,CLS350 CGI,"CLS 350 CGI 3,5 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3.5,Sedan,MB4490E51114S01-8,,LPO,Comercial Kaufmann S.A.,EURO V,"163,00","10,80","17,90","14,30"
Mercedes Benz,E 200,"E 200 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,2,Sedan,MB5175E50513S00-1,6/14/13,LPO,Comercial Kaufmann S.A.,EURO V,"157,00","11,10","18,20","14,90"
Mercedes Benz,E 200,"E 200 2,0 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,2,Coupé,MB5175E50513S01-5,,LPO,Comercial Kaufmann S.A.,EURO V,"157,00","11,10","18,20","14,90"
Mercedes Benz,E 200 Cabrio,"E 200 Cabrio 2,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,2,Cabriolet,MB5175E50513S03-2,,LPO,Comercial Kaufmann S.A.,EURO V,"157,00","11,10","18,20","14,90"
Mercedes Benz,E 200 CGI,"E 200 CGI 1,8 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.8,Sedan,MB3234E50414S04-2,,LPO,Comercial Kaufmann S.A.,EURO V,"166,00","10,10","17,90","13,90"
Mercedes Benz,E 200 Estate,"E 200 Estate 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,2,Station Wagon,MB5175E50513S02-9,,LPO,Comercial Kaufmann S.A.,EURO V,"157,00","11,10","18,20","14,90"
Mercedes Benz,E 250,"E 250 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,2,Sedan,MB5189E50513S00-8,6/25/13,LPO,Comercial Kaufmann S.A.,EURO V,"178,00","9,70","17,10","13,40"
Mercedes Benz,E 250 Bluetec,"E 350 Bluetec 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,MB5570E50214S00-2,3/12/14,LPD,Comercial Kaufmann S.A.,EURO V,"171,00","11,50","19,30","15,40"
Mercedes Benz,E 250 Cabrio,"E 250 Cabrio 2,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,2,Cabriolet,MB5189E50513S03-9,,LPO,Comercial Kaufmann S.A.,EURO V,"178,00","9,70","17,10","13,40"
Mercedes Benz,E 250 CDI,"E 350 CDI Bluetec 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,3,Sedan,MB5235E50613S00-6,7/5/13,LPD,Comercial Kaufmann S.A.,EURO V,"178,00","10,60","19,20","14,80"
Mercedes Benz,E 250 CDI,"E 350 CDI Bluetec Estate 3,0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",CT,A,Diesel,3,Station Wagon,MB5235E50613S01-K,,LPD,Comercial Kaufmann S.A.,EURO V,"178,00","10,60","19,20","14,80"
Mercedes Benz,E 250 CGI,"E 250 CGI 1,8 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.8,Sedan,MB3234E50414S00-8,11/6/09,LPO,Comercial Kaufmann S.A.,EURO V,"169,00","10,00","17,50","13,70"
Mercedes Benz,E 250 CGI,"E 250 CGI 1,8 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,1.8,Coupé,MB3234E50414S01-1,,LPO,Comercial Kaufmann S.A.,EURO V,"169,00","10,00","17,50","13,70"
Mercedes Benz,E 250 CGI,"E 350 CGI 3,5 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3.5,Sedan,MB4490E51114S00-4,12/23/11,LPO,Comercial Kaufmann S.A.,EURO V,"161,00","10,40","18,50","14,50"
Mercedes Benz,E 250 Coupé,"E 250 Coupé 2,0 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,2,Coupé,MB5189E50513S01-1,,LPO,Comercial Kaufmann S.A.,EURO V,"178,00","9,70","17,10","13,40"
Mercedes Benz,E 250 Estate,"E 250 Estate 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",CT,A,Gasolina,2,Station Wagon,MB5189E50513S02-5,,LPO,Comercial Kaufmann S.A.,EURO V,"178,00","9,70","17,10","13,40"
Mercedes Benz,E 300,"E 300 3,0 DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,MB3372E50613S00-6,4/26/10,LPO,Comercial Kaufmann S.A.,EURO V,"233,00","7,00","13,80","10,20"
Mercedes Benz,E 350,"E 350 3,5 Lts. DOHC Coupe 2P. T/A Motor Otto",CT,A,Gasolina,3.5,Coupé,MB4360E50514S00-5,9/16/11,LPO,Comercial Kaufmann S.A.,EURO V,"213,00","7,90","15,20","11,40"
Mercedes Benz,E 350,"E 350 3,5 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,3.5,Cabriolet,MB4360E50514S01-9,,LPO,Comercial Kaufmann S.A.,EURO V,"213,00","7,90","15,20","11,40"
Mercedes Benz,E 350,"E 350 3,0 Lts. CDI DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,MB3757E51110S00-9,11/16/10,LPD,Comercial Kaufmann S.A.,EURO V,"195,00","10,50","16,30","13,50"
Mercedes Benz,E 350 CD,"E 350 CDI 3,0 Lts. V6 DOHC Coupe 2P. T/A Motor Diesel",4x2,A,Diesel,3,Coupé,MB4853E51012S01-K,,LPD,Comercial Kaufmann S.A.,EURO V,"202,00","9,40","16,90","13,10"
Mercedes Benz,E 350 CDI,"E 350 CDI 3,0 Lts. V6 DOHC Cabrio 2P. T/A Motor Diesel",4x2,A,Diesel,3,Cabriolet,MB4853E51012S00-6,10/17/12,LPD,Comercial Kaufmann S.A.,EURO V,"202,00","9,40","16,90","13,10"
Mercedes Benz,E 400,"E 400 3,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,3,Cabriolet,MB5307E50813S02-2,,LPO,Comercial Kaufmann S.A.,EURO V,"185,00","9,10","16,40","12,70"
Mercedes Benz,E 400,"E 400 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,3,Sedan,MB5307E50813S00-5,9/2/13,LPO,Comercial Kaufmann S.A.,EURO V,"187,00","9,20","15,90","12,50"
Mercedes Benz,E 400,"E 400 3,0 Lts. DOHC Coupe 2P. T/A Motor Otto",CT,A,Gasolina,3,Coupé,MB5307E50813S01-9,,LPO,Comercial Kaufmann S.A.,EURO V,"179,00","9,30","16,90","13,00"
Mercedes Benz,E 500 CGI,"E 500 CGI 4,7 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,4.7,Sedan,MB4483E50814S00-1,12/7/11,LPO,Comercial Kaufmann S.A.,EURO V,"231,00","6,70","14,30","10,10"
Mercedes Benz,E 500 CGI,"E 500 CGI 4,7 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x2,A,Gasolina,4.7,Cabriolet,MB4483E50814S03-2,,LPO,Comercial Kaufmann S.A.,EURO V,"233,00","6,70","14,10","10,00"
Mercedes Benz,E 500 CGI,"E 500 CGI 4,7 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,4.7,Coupé,MB4483E50814S02-9,,LPO,Comercial Kaufmann S.A.,EURO V,"231,00","6,80","14,30","10,10"
Mercedes Benz,E 63 AMG,"E 63 AMG 5,5 Lts. DOHC Sedan 4P. T/A Motor Otto",4x4,A,Gasolina,5.5,Sedan,MB4293E50414S01-6,,LPO,Comercial Kaufmann S.A.,EURO V,"233,00","7,10","13,00","10,00"
Mercedes Benz,E 63 AMG 4Matic,"E 63 AMG 4Matic 5,5 Lts. DOHC Sedan 4P. T/A 4x4 Motor Otto",4x4,A,Gasolina,5.5,Sedan,MB5384E51013S02-8,,LPO,Comercial Kaufmann S.A.,EURO V,"242,00","6,90","12,70","9,70"
Mercedes Benz,E 63 AMG S Estate 4Matic,"E 63 AMG S Estate 4Matic 5,5 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,5.5,Station Wagon,MB5384E51013S01-4,,LPO,Comercial Kaufmann S.A.,EURO V,"246,00","6,90","12,20","9,50"
Mercedes Benz,E20 CDI,"E 220 CDI 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,2.1,Sedan,MB5221E50513S00-0,10/7/13,LPD,Comercial Kaufmann S.A.,EURO V,"157,00","11,90","22,00","18,80"
Mercedes Benz,E20 CDI,"E 220 CDI Estate 2,1 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",CT,A,Diesel,2.1,Station Wagon,MB5221E50513S01-4,,LPD,Comercial Kaufmann S.A.,EURO V,"157,00","11,90","22,00","18,80"
Mercedes Benz,E20 CDI,"E 220 CDI 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,2.1,Sedan,MB3651E50810S00-8,9/16/10,LPD,Comercial Kaufmann S.A.,EURO V,"142,00","14,30","22,20","18,50"
Mercedes Benz,E220 Bluetec Estate,"E220 Bluetec Estate 2,1 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",4x2,A,Diesel,2.1,Station Wagon,MB6086E60115S01-7,,LPD,Comercial Kaufmann S.A.,EURO VI,"126,00","17,90","22,70","20,80"
Mercedes Benz,"E220 Bluetec,1","E220 Bluetec 2,1 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,2.1,Sedan,MB6086E60115S00-3,2/11/15,LPD,Comercial Kaufmann S.A.,EURO VI,"118,00","18,20","24,40","21,70"
Mercedes Benz,GLA 45 AMG,"GLA 45 AMG 4Matic 2,0 Lts. DOHC Hatch Back 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,2,Hatch Back,MB5944E60914S00-6,11/14/14,LPO,Comercial Kaufmann S.A.,EURO VI,"175,00","10,10","16,40","13,30"
Mercedes Benz,GLA00,"GLA 200 1,6 Lts. DOHC Hatch Back 5P. T/A Motor Otto",CT,A,Gasolina,1.6,Hatch Back,MB5617E50214S00-7,4/9/14,LPO,Comercial Kaufmann S.A.,EURO V,"139,00","13,50","19,60","16,70"
Mercedes Benz,GLA20 CDI,"GLA 220 CDI 4 Matic 2,1 Lts. Turbo DOHC Hatch Back 5P. T/A Motor Diesel",AWD,A,Diesel,2.1,Hatch Back,MB5609E50214S00-3,3/18/14,LPD,Comercial Kaufmann S.A.,EURO V,"132,00","16,70","22,20","19,60"
Mercedes Benz,GLA50 4Matic,"GLA 250 4Matic 2,0 Lts. DOHC Hatch Back 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,2,Hatch Back,MB5618E50214S00-2,3/24/14,LPO,Comercial Kaufmann S.A.,EURO V,"154,00","12,00","17,90","15,20"
Mercedes Benz,GLE 400 4Matic,"GLE 400 4Matic 3,0 Lts. Station Wagon 5P. T/A Otto",4x4,A,Gasolina,3,Station Wagon,MB5899E6071501-3,14-07-15 (Ext.),MC3O,Comercial Kaufmann S.A.,EURO VI,"214,00","8,50","13,20","10,90"
Mercedes Benz,GLK 220 CDI,"GLK 220 CDI 2,1 Lts. DOHC Station Wagon 5P. T/A Motor Diesel",4x2,A,Diesel,2.1,Station Wagon,MB4461E51111S00-3,12/7/11,LPD,Comercial Kaufmann S.A.,EURO V,"197,00","10,10","16,40","13,40"
Mercedes Benz,GLK 220 CDI,"GLK 220 CDI 4Matic 2,1 DOHC Station Wagon 5P. 4x4 T/A Motor Diesel",4x4,A,Diesel,2.1,Station Wagon,MB3698E50910S00-3,10/20/10,LPD,Comercial Kaufmann S.A.,EURO V,"177,00","11,80","17,50","14,70"
Mercedes Benz,GLK50 4Matic,"GLK 350 4Matic 3,5 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",AWD,A,Gasolina,3.5,Station Wagon,MB4852E50514S00-K,10/29/12,LPO,Comercial Kaufmann S.A.,EURO V,"207,00","8,80","13,20","11,20"
Mercedes Benz,ML 400 4Matic,"ML 400 4Matic 3,0 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3,Station Wagon,MB5899E6081400-9,10/6/14,MC3O,Comercial Kaufmann S.A.,EURO VI,"214,00","8,50","13,20","10,90"
Mercedes Benz,S 63 AMG 4Matic L,"S 63 AMG 4 Matic L 5,5 Lts. DOHC Coupé 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,5.5,Coupé,MB5537E50114S01-7,,LPO,Comercial Kaufmann S.A.,EURO V,"242,00","7,00","12,50","9,70"
Mercedes Benz,S 63 AMG S 4Matic,"E 63 AMG S 4Matic 5,5 Lts. DOHC Sedan 4P. T/A 4x4 Motor Otto",4x4,A,Gasolina,5.5,Sedan,MB5384E51013S00-0,10/30/13,LPO,Comercial Kaufmann S.A.,EURO V,"242,00","6,90","12,70","9,70"
Mercedes Benz,S350 Bluetec,"S 350 Bluetec 3,0 Lts. Turbo DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,MB5515E50114S00-3,2/4/14,LPD,Comercial Kaufmann S.A.,EURO V,"186,00","9,70","19,30","14,20"
Mercedes Benz,S350 Bluetec,"S 350 Bluetec Largo 3,0 Lts. Turbo DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,MB5515E50114S01-7,,LPD,Comercial Kaufmann S.A.,EURO V,"186,00","9,70","19,30","14,20"
Mercedes Benz,S400 Hybrid,"S400 Hybrid 3,5 Lts. Sedán 4P. T/A Hibrido Eléctrico",4x2,A,Eléctrico/Híbrido,3.5,Sedan,MB6172E60415S00-8,6/12/15,LPH,Comercial Kaufmann S.A.,EURO VI,"156,00","13,90","15,40","14,70"
Mercedes Benz,S500,"S500 4,7 Lts. Coupé 2P. T/A Otto",4x2,A,Gasolina,4.7,Coupe,MB6308E60715S00-3,9/3/15,LPO,Comercial Kaufmann S.A.,EURO VI,"260,00","5,90","13,30","9,10"
Mercedes Benz,S500,"S500 5,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,5,Sedan,MB5338E50813S00-4,10/4/13,LPO,Comercial Kaufmann S.A.,EURO V,"207,00","8,00","14,70","11,20"
Mercedes Benz,S500 Largo,"S500 Largo 5,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,5,Sedan,MB5338E50813S01-8,,LPO,Comercial Kaufmann S.A.,EURO V,"209,00","7,90","14,50","11,10"
Mercedes Benz,SL 400,"SL 400 3,0 Lts. DOHC Roadster 2P. T/A Motor Otto",CT,A,Gasolina,3,Coupé,MB5945E60914S00-1,11/5/14,LPO,Comercial Kaufmann S.A.,EURO VI,"179,00","9,80","16,10","13,00"
Mercedes Benz,SL 500,"SL 500 4,7 Lts. V8 DOHC Roadster Descapotable 2P. T/A Motor Otto",4x2,A,Gasolina,4.7,Cabriolet,MB4801E50814S00-9,9/28/12,LPO,Comercial Kaufmann S.A.,EURO V,"216,00","7,80","13,90","10,80"
Mercedes Benz,SL 63 AMG,"SL 63 AMG 5,5 Lts. DOHC Roadster Descapotable 2P. T/A Motor Otto",4x2,A,Gasolina,5.5,Cabriolet,MB4849E50914S00-K,10/19/12,LPO,Comercial Kaufmann S.A.,EURO V,"239,00","7,00","12,50","9,70"
Mercedes Benz,SLK 350,"SLK 350 3,5 Lts. DOHC Roadster 2P. T/A Motor Otto",4x2,A,Gasolina,3.5,Coupé,MB4386E50614S00-6,10/4/11,LPO,Comercial Kaufmann S.A.,EURO V,"196,00","8,20","16,10","11,90"
